Cement,Slag,FlyAsh,Water,Superplasticizer,CoarseAgg,FineAgg,Age,Water_Cement_Ratio,Cement_Age_Interaction,Log_Age
2.4367311455362275,-0.8376546705728132,-0.8758541276354925,-1.872676304600918,3.7204581117678304,-1.5600565452172448,1.4873316594023727,-0.6790412603952891,-1.5871260526116138,-0.5347940756250944,-1.700064979407641
1.8947382397101538,-0.8376546705728132,-0.8758541276354925,2.1321280475819706,-1.0228715734259102,-0.5256685143505887,-2.2185606334973205,-0.614849705620708,-0.8950572122953246,-0.4559725744091009,-1.0673235204879417
-0.010901115676549727,-0.8376546705728132,0.6385784151812813,-0.9992386964682238,0.9669720498308966,0.016770265290373534,1.2636426651462649,-0.6790412603952891,-0.5713493848451366,-0.5695240739224193,-1.700064979407641
1.519290223240937,-0.8376546705728132,-0.8758541276354925,1.6675335751709623,-1.0228715734259102,-1.737417196317035,-0.6642374395784297,-0.2778440430541571,-0.830106997044725,-0.05150639954822013,0.10829808501415329
-1.0722637776183737,2.0704277885463593,-0.8758541276354925,0.9938715901750008,-1.0228715734259102,0.03877852126626043,-0.9993381440748653,-0.614849705620708,1.5081785889529957,-0.5542046272791745,-1.0673235204879417
0.3322968788651827,0.8441979746491862,-0.8758541276354925,-2.5463382895968802,0.32275386918224314,0.35077791480676657,0.6032098744763533,-0.2778440430541571,-1.131802537991366,-0.2087031824019525,0.10829808501415329
0.16873631989564442,-0.8376546705728132,0.6113655909700753,-0.4909723436505812,0.4690906360658797,-0.22609731241999523,1.0607274415010068,0.877603942888303,-0.5699964501399816,0.7390763083330667,1.2473785501452257
-0.42716707034652235,-0.8376546705728132,0.5948823945907161,0.7332340911524247,-0.2546876488769806,-0.3309601791286303,0.9736754503698285,-0.6790412603952891,0.29473650085354913,-0.5754305640949908,-1.700064979407641
0.5084686404391999,-0.8376546705728132,-0.8758541276354925,0.45958794690234156,-1.0228715734259102,0.0698490002910408,0.6378328254944347,-0.614849705620708,-0.5701099137819725,-0.5018694453153001,-1.0673235204879417
0.056005646232708005,-0.663309199402599,1.3167219945245354,-0.14438486723196883,-0.10448220884584553,-1.6908114777798637,0.3410646739108757,-0.614849705620708,-0.40701581215593075,-0.5168496740138513,-1.0673235204879417
1.0475734846001263,-0.6051940423458609,0.5858632871378594,-1.1664927065361865,1.3201987285155368,-0.447992316788637,0.8851396184807337,-0.2778440430541571,-1.1363967894741807,-0.11397714050388019,0.10829808501415329
0.6143642348279533,-0.3959794769416039,-0.8758541276354925,2.1321280475819706,-1.0228715734259102,-0.5256685143505887,-1.2787948201493837,3.6057450208080004,-0.2888551924757252,3.597112707054515,2.1483628783856585
1.0754914140298883,1.3590982661718856,-0.8758541276354925,-1.682192570912405,2.6775983937465115,-0.36125389617779036,-0.21784867823816093,0.1714968403679107,-1.2386487036007856,0.38680871760598246,0.7251634400337049
0.11713628481167042,-0.8376546705728132,0.6197626910123903,-0.651722031104789,0.5599203534419301,-0.14790327354096436,1.132446411467033,-0.6790412603952891,-0.573918841034896,-0.5677073227823822,-1.700064979407641
0.19174454449465578,-0.8376546705728132,0.7957907881957343,-0.8598603547449214,1.1301291347471352,-0.25121261629835884,0.13085389987252144,-0.2778440430541571,-0.6715988518138035,-0.2273169133805777,0.10829808501415329
-0.40608422019094326,-0.8376546705728132,-0.8758541276354925,0.5525068413845432,-1.0228715734259102,-0.05961132897887864,1.379753204453332,-0.502514484765191,0.2157015489778419,-0.4569287592196467,-0.4934962419420525
1.0475734846001263,-0.6051940423458609,0.5858632871378594,-1.1664927065361865,1.3857979688426842,-0.447992316788637,0.8851396184807337,-0.6790412603952891,-1.1363967894741807,-0.5545051425053461,-1.700064979407641
-0.6371291534027689,0.8046796678506046,-0.8758541276354925,0.9938715901750008,-1.0228715734259102,0.010297248826877561,-0.2895676482041871,0.7171250559518502,0.6634415767361287,0.26139369655039213,1.152203577742083
0.18269528461052598,-0.8376546705728132,0.9519146482417393,-0.33951454564459166,0.5784227032777922,0.6498312754202793,-0.24690722641404994,0.877603942888303,-0.5435619372831209,0.7456785367868358,1.2473785501452257
0.17152811283862082,-0.8376546705728132,-0.8758541276354925,0.18083126345573677,-1.0228715734259102,1.5198046881141387,-0.054626194867202923,-0.2778440430541571,-0.4131968348794543,-0.22999423085010604,0.10829808501415329
-0.30182519407910685,-0.8376546705728132,1.069163045128878,-1.802987133739267,0.9938845586830596,1.4783773827477638,0.3397044865494509,-0.502514484765191,-0.568482614873684,-0.45002510488750586,-0.4934962419420525
-0.30182519407910685,-0.8376546705728132,1.069163045128878,-1.802987133739267,0.9938845586830596,1.4783773827477638,0.3397044865494509,-0.2778440430541571,-0.568482614873684,-0.2926817070294898,0.10829808501415329
-1.0895921476092607,-0.8376546705728132,1.456673661896452,-0.0050065255086664375,0.9955665904863198,0.6524204820056783,-0.5492397808398012,-0.2778440430541571,1.128240355747694,-0.3970078444254421,0.10829808501415329
-0.009553353566147543,0.29931026208521017,-0.49549659608915014,-0.994592751744114,0.8593220144222442,1.153431956280267,0.11181127681257684,0.1714968403679107,-0.5711286003045265,0.09941781094833166,0.7251634400337049
0.9801853790800106,0.26653331350521,-0.8758541276354925,2.1321280475819706,-1.0228715734259102,-0.5256685143505887,-2.2185606334973205,-0.614849705620708,-0.5053559127003903,-0.4862517600763851,-1.0673235204879417
2.520484933825515,-0.8376546705728132,-0.8758541276354925,-0.4231415506785736,-1.0228715734259102,1.9729158405588567,-1.9836191801603362,0.7171250559518502,-1.4134561743052676,1.6055163445176555,1.152203577742083
0.522908948764939,0.8186273055442216,-0.8758541276354925,2.1321280475819706,-1.0228715734259102,-0.5256685143505887,-2.2185606334973205,3.6057450208080004,-0.2269978440726528,3.4803215623378474,2.1483628783856585
0.3063043238788524,-0.8376546705728132,-0.8758541276354925,0.45958794690234156,-1.0228715734259102,-0.033719263124894754,0.9469663167273086,-0.614849705620708,-0.44250087500742585,-0.5085627389891209,-1.0673235204879417
0.9416778902113729,-0.8376546705728132,-0.8758541276354925,1.5095714545512193,-1.0228715734259102,0.3999728399293354,-0.13673205013865405,-0.2778440430541571,-0.6003628809894754,-0.12800118439188551,0.10829808501415329
-1.0703384031749419,1.3358522033491904,2.1564319987560356,0.13437181621463595,0.154550688856224,-0.9658336338683148,-1.6992163682260921,-0.2778440430541571,1.1436794406703465,-0.39445801826398663,0.10829808501415329
1.004252559622909,-0.8376546705728132,-0.8758541276354925,0.166893429283406,-1.0228715734259102,0.973482098595078,-0.4218767824518577,-0.614849705620708,-0.8772277486297286,-0.48545493940093026,-1.0673235204879417
-0.5711850787152271,-0.8376546705728132,1.0543903691285093,-1.0972681301469458,0.882870459667887,1.3735145160391302,0.26575975544654723,-0.502514484765191,-0.10203246630835532,-0.46786113888688724,-0.4934962419420525
-1.0799652753921014,2.180846586954162,-0.8758541276354925,0.05074481118065399,1.113308816714533,-1.4733181246063995,0.660090436863201,-0.2778440430541571,1.1301374060737797,-0.3957329313447144,0.10829808501415329
1.4037677566350242,-0.5819479795231657,1.1767703271526186,-0.19084431447306965,0.40349139573873244,-1.9497321363197027,-0.2895676482041871,-0.2778440430541571,-1.090520608581365,-0.06680535651695321,0.10829808501415329
-0.829666597745957,2.5097783758952996,-0.8758541276354925,0.45958794690234156,-1.0228715734259102,-0.5541497867899715,-0.7087526623159639,0.7171250559518502,0.7936483629498079,0.17943499850360775,1.152203577742083
